Feature ID	Taxon	Confidence
db177fa88938dccbaeb8ab1e45668329	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus	0.9999999984471515
8ae5fe1e2084ad6a832b7667b15e06d2	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus	0.9999999997895657
c3884cc19bb52d9cdb714947c26faec6	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus	0.9999999973759657
811fcd800f94f056f269df2036ee7f35	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus	0.9999999998359783
c509fb65310fbc2a77665cceceb02002	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus	0.9999999998942428
fd340012a48f589fc7e728044af6fd05	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus	0.9999999997138218
4f03a7e52fb8fdc77c9b8cba3fdac580	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus	0.9999998918669549
3eb648074627be71394f1ff86a52f3dc	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus	0.9999999954239058
fd9c1679a88028d4cb8faf99f56df061	d__Bacteria; p__Bacillota; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus	0.9999998639588007
1931428dc68364adc8fe052083595af7	d__Bacteria	0.9998519692231965
cfc148e3453958e65476e4fb78d57498	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium	0.999881365326055
88bce2d9c671d4194bbbdc45297ce7e4	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__[Eubacterium]_siraeum_group	0.9999504962907974
32262a7de5e1b0f9a3643c8e1e2a8f73	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.7731938662424456
1566cec69b1eec6076a07413ed62ce8b	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.7357161554215088
700455caef637c941623ea42e0267c52	d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-010	0.9998180334131291
aab58c910afd16e16ed2372d1bdf7df2	d__Bacteria; p__Bacillota	0.9734742373317952
89d5d9c3396d912d428f7b679fdb73f9	d__Bacteria; p__Bacillota	0.9807705042174685
b8ab70e50da97c1ee7c3c72d3969abaf	d__Bacteria; p__Bacillota; c__Clostridia; o__Clostridia_vadinBB60_group; f__Incertae_Sedis; g__Incertae_Sedis	0.9999920901921843
278d9ce03091c55971fb20964c5dc051	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis	0.8137855448280505
421242570a22c8ae46b54d05978fc0b5	d__Bacteria; p__Bacillota; c__Clostridia	0.8782156463242327
237037aa92e44b4228e7fadedaab42d8	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger	0.8455795797117844
dd0e60136027d54b14a719136c0c41f4	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.9999999994083639
8da02268d019fcbe1c17e21f37d817ea	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.9999999973999592
debc5aca30cc7c4d0291dbc06018a1de	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger	0.9894736844298205
74284ecb20e33b6f9b55c9618efff88c	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger	0.7799675019245474
663999b4a58cf3d83d6ea5de8794a29c	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger	0.9895918613491246
25c4331321a6c7b8cbd08427d08cd4f5	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	0.75655141224287
d4debe4c70fe5b905a42e3561015b680	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.9999999999966442
03a8370d0c8307545b8e6b82fc2f1287	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	0.743780338773466
614c116b2d223b4fa4649cb6cf0ff07b	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.9999999998293876
058495e87050b35d7b291ec2db6a84ac	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger	0.788882002192941
a6512f12c63f98f7eaecb47b64cc746c	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	0.7690383125456048
058e0544208b02bfdff575c936e6e7e1	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	0.7920188056877635
fd1d934aaeeefbf01fd70a364dcd65d4	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	0.8037344591188587
e640cc0942a7df55786489bc6b295de0	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.9999999920146148
b453b56a3e2a5effb5b6f81a580163b2	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger	0.9793588237138251
49aaaff192caa86f2fc32298802123b2	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.999999997326364
5643964b005b31e5e64dec4c16658220	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	0.7297762750020345
c4e41e89afdacb4bb337f08580d93a6b	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger	0.9808359665053473
740bc14b796029c9dea4e43adbec9d8c	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger	0.9668099945284189
202e99a149a6d0b435dffc0e092bb37c	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.9999999853544367
b78ec0ad8c0b10a3df621fd8ac369b79	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	0.7630718436669369
aa5ca8a3431af04329664ca8e55e6dc8	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerofilum	0.9995360739373714
00e4d986c156fa6528632ce7025b186a	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruthenibacterium	0.9999930734071693
ce7260fe3f31c7fa47ae17dc33d2b8f7	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruthenibacterium	0.9999976045685044
0528577799103365792e3f3f41660467	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.9999999931809853
0b297e9260e537dfc637031ea1b5fc43	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis	0.8722505980273556
cac103d67380fb39b7c0637331d33b58	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis	0.9290101857661412
53725a713292ed50885510af46e141da	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.9999999857026667
94cbb40634b76e5b3b33df865a98d338	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis	0.972551397904062
fcfbc456336f9b946cfdc29011320703	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis	0.7305852914271883
a3035ae94482118c8c735d300c88cc03	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis	0.7999451660559552
25819d800739d8184033dd6b57af16a4	d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.9999999601289291
